mission,probability_planet,decision,orbital_period_days,transit_duration_hours,transit_depth_ppm,planet_radius_rearth,impact_param,snr,stellar_teff_k,stellar_logg_cgs,stellar_radius_rsun,stellar_metallicity,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec,mission
Kepler,0.9875192604006162,CONFIRMED(model),23.58917143,5.073,1200.7,3.16,0.926,53.3,4919.0,4.566,0.721,-0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),6.481633073,3.784,298.5,2.54,0.833,125.6,5945.0,4.213,1.302,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),10.37168928,3.035,1254.9,3.2,0.537,64.5,5121.0,4.457,0.888,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.99,CONFIRMED(model),3.96996298,1.1757,299.2,1.78,0.836,15.0,5121.0,4.457,0.888,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9803708532522093,CONFIRMED(model),4.40841331,5.012,549.4,2.66,0.899,45.1,6007.0,4.457,0.961,-0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9380090497737557,CONFIRMED(model),226.8904775,7.558,3136.4,4.53,0.731,46.8,5067.0,4.585,0.75,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),9.439459486,2.8979,3036.1,4.16,0.049,175.2,5097.0,4.597,0.779,0.21,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),11.523067458,3.8757,507.3,3.13,0.0,142.0,5644.0,4.162,1.411,0.3,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),20.47748843,2.8364,1382.4,2.92,0.497,52.7,5097.0,4.597,0.779,0.21,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),3.336123113,1.9616,516.3,1.74,0.252,41.6,5097.0,4.597,0.779,0.21,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),8.01078456,2.312,1333.6,1.72,0.192,48.5,3713.0,4.779,0.47,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),12.07134205,4.3224,759.2,1.29,0.014,31.0,3713.0,4.779,0.47,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9790526985866388,CONFIRMED(model),20.99587872,2.6333,767.3,1.3,0.228,18.2,3713.0,4.779,0.47,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),7.41113177,2.5242,620.5,2.45,0.712,50.4,5849.0,4.517,0.919,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9635586635586636,CONFIRMED(model),8.884922995,2.07004,16053.4,10.51,0.069,388.2,5332.0,4.5,0.843,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879145173176124,CONFIRMED(model),8.09888906,4.20241,6911.1,8.95,0.018,435.9,6214.0,4.442,1.076,0.07,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9587606837606838,CONFIRMED(model),10.00653012,5.344,936.1,3.52,0.862,71.9,6063.0,4.47,1.001,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9657487922705315,CONFIRMED(model),17.855221681,7.41287,9065.2,13.16,0.075,915.7,6823.0,4.308,1.367,0.07,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9587606837606838,CONFIRMED(model),5.007316661,4.2362,6932.3,6.96,0.344,431.4,5865.0,4.563,0.827,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),2.211116989,1.6485,724.2,1.85,0.69,42.6,4500.0,4.656,0.646,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),27.9541337,3.95,942.5,1.9,0.063,25.4,4500.0,4.656,0.646,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),12.69104387,3.7727,252.1,2.57,0.008,60.2,5869.0,4.024,1.626,-0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),16.23947096,4.0374,2590.7,4.14,0.043,123.8,5191.0,4.564,0.837,0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),6.308201629,2.9785,1328.5,2.96,0.03,86.2,5191.0,4.564,0.837,0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9827863121894073,CONFIRMED(model),2.052349884,2.0778,14280.6,13.12,0.437,1072.1,5855.0,4.393,1.08,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),9.7704486,2.4517,1897.8,2.23,0.09,58.0,3906.0,4.73,0.509,-0.32,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),5.169804269,2.153,1037.4,1.66,0.351,41.4,3906.0,4.73,0.509,-0.32,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),21.22261195,6.5093,366.0,2.48,0.02,114.9,5945.0,4.213,1.302,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),20.09017037,4.154,1432.1,2.25,0.886,36.9,3906.0,4.73,0.509,-0.32,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9827863121894073,CONFIRMED(model),7.11373257,2.1764,807.6,1.16,0.334,44.4,3561.0,4.855,0.411,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9827863121894073,CONFIRMED(model),3.306551643,1.8177,509.2,0.91,0.001,37.8,3561.0,4.855,0.411,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9827863121894073,CONFIRMED(model),15.36845737,2.4714,756.1,1.11,0.115,30.9,3561.0,4.855,0.411,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),13.81020318,3.048,1309.7,4.56,0.791,46.2,5942.0,4.327,1.142,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9914819643633204,CONFIRMED(model),4.093578461,2.5833,538.6,2.85,0.93,36.4,6077.0,4.471,0.999,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9201574569221627,CONFIRMED(model),105.145959,8.593,685.4,3.43,0.964,15.4,6077.0,4.471,0.999,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),10.8484518,2.9993,1675.6,2.34,0.21,64.5,4201.0,4.682,0.591,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9657487922705315,CONFIRMED(model),6.66833241,1.915,362.3,1.18,0.644,14.2,4201.0,4.682,0.591,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9621128534503036,CONFIRMED(model),4.082274889,3.23015,17859.2,10.55,0.093,1669.1,5655.0,4.581,0.794,-0.3,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),42.1406089,5.083,895.5,1.85,0.045,21.6,4500.0,4.656,0.646,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),4.617490562,2.2618,575.8,1.62,0.649,28.1,4500.0,4.656,0.646,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),10.19849255,2.4283,634.1,1.75,0.714,21.4,4500.0,4.656,0.646,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),7.15681552,2.5882,867.0,2.47,0.45,47.7,5029.0,4.494,0.838,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),17.64830851,2.0873,763.3,2.43,0.653,23.8,5029.0,4.494,0.838,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9914819643633204,CONFIRMED(model),4.14810719,2.535,175.2,1.08,0.093,12.9,5029.0,4.494,0.838,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),16.51410989,4.1575,973.5,2.72,0.395,55.9,5527.0,4.488,0.866,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),30.1329298,5.172,1015.8,3.14,0.839,44.8,5527.0,4.488,0.866,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9777777777777779,CONFIRMED(model),4.79090809,2.603,251.3,1.36,0.11,21.2,5527.0,4.488,0.866,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9848717948717949,CONFIRMED(model),31.71981013,4.819,363.4,3.09,0.125,63.1,5869.0,4.024,1.626,-0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),99.6415962,4.448,952.5,2.64,0.028,22.7,5527.0,4.488,0.866,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),4.708326451,3.16114,7912.7,10.6,0.061,633.4,5560.0,4.246,1.21,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),5.392026903,2.9804,1151.4,2.68,0.314,77.4,5198.0,4.589,0.801,0.21,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9888888888888889,CONFIRMED(model),6.491682808,4.301,7163.3,9.66,0.535,502.3,6123.0,4.413,1.107,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),3.855603916,3.2179,16652.7,13.61,0.348,1173.9,6033.0,4.46,1.046,0.21,0.0,0.0,0.0,0.0,Kepler
Kepler,0.7027278277278277,UNDECIDED,38.47876629,5.04169,23530.0,13.26,0.003,1077.8,5510.0,4.539,0.879,0.16,0.0,1.0,0.0,0.0,Kepler
Kepler,0.9779710144927536,CONFIRMED(model),3.314947362,1.8007,1398.2,3.94,0.799,123.5,5609.0,4.481,0.944,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9861761426978818,CONFIRMED(model),39.6431552,6.5292,15663.8,10.98,0.062,690.3,5231.0,4.455,0.9,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9897962778809362,CONFIRMED(model),21.80451611,3.4097,1144.9,2.6,0.751,49.9,5481.0,4.629,0.708,-0.5,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),10.28194593,3.4366,1110.7,2.53,0.168,55.0,5196.0,4.593,0.775,0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),18.11993039,4.2309,1506.9,2.95,0.206,60.7,5196.0,4.593,0.775,0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),3.78402867,1.9012,426.1,1.7,0.691,25.6,5196.0,4.593,0.775,0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9779365489462745,CONFIRMED(model),5.15448142,3.228,697.5,2.94,0.933,48.1,5431.0,4.457,0.884,-0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),5.743469797,3.4412,1240.2,3.13,0.001,79.7,5897.0,4.531,0.891,-0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9629710144927536,CONFIRMED(model),3.166353562,3.3129,1473.4,3.82,0.032,128.3,6007.0,4.47,0.998,0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),3.388012244,2.6849,280.1,2.11,0.433,30.6,5553.0,4.221,1.25,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),5.83909761,3.1915,273.6,2.06,0.341,25.2,5553.0,4.221,1.25,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9726495726495727,CONFIRMED(model),1.620467654,2.1888,159.6,1.57,0.271,22.7,5553.0,4.221,1.25,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),10.6816951,3.605,307.8,2.3,0.646,21.9,5553.0,4.221,1.25,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),6.104849417,4.6912,2090.3,3.18,0.041,293.7,5085.0,4.584,0.712,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),3.578780566,2.91089,11382.2,10.43,0.079,1838.4,5524.0,4.421,0.994,0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),5.826657508,2.9183,1539.1,4.09,0.033,81.1,5561.0,4.362,1.06,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),12.41216347,3.739,611.3,2.58,0.021,25.6,5561.0,4.362,1.06,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),18.74649011,3.895,796.8,3.05,0.508,26.7,5561.0,4.362,1.06,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9657487922705315,CONFIRMED(model),20.86021229,5.1937,1910.5,5.5,0.066,117.0,6035.0,4.22,1.257,-0.28,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9657487922705315,CONFIRMED(model),42.63427848,6.1998,1719.3,5.22,0.142,78.7,6035.0,4.22,1.257,-0.28,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9404245087109537,CONFIRMED(model),87.6476068,8.871,1009.6,4.0,0.147,37.5,6035.0,4.22,1.257,-0.28,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9861761426978818,CONFIRMED(model),9.467821474,2.4327,2237.0,2.13,0.081,124.7,3582.0,4.807,0.458,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9861761426978818,CONFIRMED(model),0.893040969,1.0981,741.7,1.24,0.009,87.8,3582.0,4.807,0.458,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9857808857808859,CONFIRMED(model),4.942783419,3.25346,11144.7,10.62,0.566,2040.7,5514.0,4.459,0.978,0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),20.83426731,4.0454,988.4,2.74,0.256,45.1,5537.0,4.549,0.88,0.21,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),9.94602357,3.3862,994.5,3.12,0.035,51.0,5344.0,4.365,1.013,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),1.04562195,1.8955,213.0,1.45,0.037,25.3,5344.0,4.365,1.013,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),5.71462396,2.336,297.8,1.78,0.503,16.7,5344.0,4.365,1.013,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.7697438378369557,UNDECIDED,8.14515981,5.073,446.8,3.43,0.965,32.2,5896.0,4.197,1.24,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.6216987963532894,UNDECIDED,18.9985279,4.529,430.7,43.17,1.3,16.9,5896.0,4.197,1.24,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9635586635586636,CONFIRMED(model),4.24439049,3.282,174.0,2.07,0.949,15.1,5896.0,4.197,1.24,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),28.5742692,4.9427,824.9,2.32,0.068,97.1,5551.0,4.508,0.812,-0.42,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),7.34373964,1.1784,574.4,1.84,0.185,32.2,5757.0,4.597,0.762,-0.5,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),224.7789355,11.1899,3487.5,7.67,0.652,235.7,5873.0,4.293,1.235,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),7.42608123,3.6379,443.3,2.47,0.097,37.5,6049.0,4.353,1.176,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),15.9868932,4.158,178.5,1.62,0.533,10.9,6049.0,4.353,1.176,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9587606837606838,CONFIRMED(model),18.92537246,3.9835,640.9,13.92,0.806,41.0,4941.0,3.317,4.885,0.4,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),31.5925809,13.566,145.1,1.78,0.283,25.5,5676.0,4.1,1.487,0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9861761426978818,CONFIRMED(model),17.157236,11.284,110.4,1.55,0.238,23.6,5676.0,4.1,1.487,0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.7624902874902875,UNDECIDED,1.97376085,1.82542,30222.4,8.78,0.337,1252.5,3807.0,4.762,0.503,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,0.7973387723387724,UNDECIDED,2.785821236,3.5599,68.9,1.69,0.893,53.6,6202.0,4.026,1.733,-0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9914819643633204,CONFIRMED(model),1.269091415,1.4647,340.9,1.41,0.412,73.5,5041.0,4.576,0.766,0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9866666666666667,CONFIRMED(model),2.853133997,1.465,277.1,1.36,0.698,39.7,5041.0,4.576,0.766,0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),6.79685353,3.1702,393.1,2.01,0.62,29.8,6061.0,4.486,0.97,-0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.8447186147186148,UNDECIDED,1.475323222,2.3155,154.9,5.88,0.136,27.2,4941.0,3.317,4.885,0.4,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9181372549019606,CONFIRMED(model),4.15246118,2.5755,223.4,7.62,0.639,24.5,4941.0,3.317,4.885,0.4,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),8.7348852,4.49,270.7,1.59,0.314,24.8,5982.0,4.493,0.96,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9635586635586636,CONFIRMED(model),67.5923754,12.249,4158.1,12.1,0.728,60.9,6038.0,4.082,1.744,0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),17.02902786,4.645,568.9,2.54,0.202,29.8,5839.0,4.327,1.067,-0.28,0.0,0.0,0.0,0.0,Kepler
Kepler,0.99,CONFIRMED(model),6.84619236,3.529,246.8,1.67,0.077,17.7,5839.0,4.327,1.067,-0.28,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9779710144927536,CONFIRMED(model),67.8321638,7.358,507.8,2.39,0.027,15.5,5839.0,4.327,1.067,-0.28,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9914819643633204,CONFIRMED(model),43.1312147,3.198,447.8,2.39,0.67,11.8,5839.0,4.327,1.067,-0.28,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9726495726495727,CONFIRMED(model),1.224866441,1.7086,196.0,1.54,0.286,21.1,5553.0,4.32,1.107,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),37.8102649,8.733,570.3,2.33,0.061,35.2,6085.0,4.451,0.973,-0.28,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),25.93406406,4.6142,414.5,2.48,0.014,42.2,5952.0,4.287,1.225,0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),83.4463485,6.536,503.0,2.73,0.058,36.1,5952.0,4.287,1.225,0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),12.99204853,6.0175,270.6,2.03,0.091,38.7,5765.0,4.236,1.242,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9657487922705315,CONFIRMED(model),52.09081627,8.6388,2894.1,7.14,0.065,243.5,6198.0,4.237,1.324,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),4.28746668,1.5693,790.1,2.29,0.374,19.4,5296.0,4.576,0.815,0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),8.18739443,3.0472,517.6,1.92,0.377,38.4,5251.0,4.494,0.849,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879145173176124,CONFIRMED(model),76.0498163,7.158,445.9,1.75,0.015,17.4,5251.0,4.494,0.849,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),3.341799486,2.9254,178.2,1.67,0.426,48.8,5873.0,4.293,1.235,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9848717948717949,CONFIRMED(model),3.749105745,1.9826,182.6,1.68,0.942,38.0,5751.0,4.447,0.983,0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,0.8430737551331747,UNDECIDED,11.08956602,6.2877,148.1,3.51,0.02,38.9,6353.0,3.698,2.867,-0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9997087534917158,CONFIRMED(model),8.70798309,2.4904,1419.6,2.01,0.063,28.1,4362.0,4.722,0.554,-0.5,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),4.17634276,2.335,531.5,1.23,0.142,14.9,4362.0,4.722,0.554,-0.5,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),27.40229859,6.8491,747.5,3.63,0.022,79.3,6198.0,4.237,1.324,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),3.179267286,1.0246,200.9,1.21,0.171,41.0,5511.0,4.554,0.857,0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),10.38122447,2.715,801.5,2.18,0.319,41.9,5095.0,4.566,0.78,0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9914819643633204,CONFIRMED(model),24.5709023,3.587,764.2,2.82,0.945,26.3,5095.0,4.566,0.78,0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879145173176124,CONFIRMED(model),3.024092505,2.8021,7765.0,12.14,0.424,1225.3,6063.0,4.261,1.358,0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9611761426978818,CONFIRMED(model),1.022678654,1.3712,129.2,1.14,0.019,21.6,5366.0,4.363,1.02,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9841859270672831,CONFIRMED(model),12.10968709,6.3461,284.7,2.98,0.924,33.4,6021.0,4.093,1.458,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9540463458110517,CONFIRMED(model),4.75796103,4.66,124.5,1.7,0.621,20.9,6021.0,4.093,1.458,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9186868686868687,CONFIRMED(model),20.4972755,8.536,242.9,2.96,0.966,22.8,6021.0,4.093,1.458,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),53.5292702,5.668,1086.1,2.28,0.346,34.5,4736.0,4.624,0.708,0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),2.757584622,0.9267,563.1,1.01,0.093,19.6,3683.0,4.84,0.424,-0.22,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9726495726495727,CONFIRMED(model),0.928310036,1.1899,376.2,1.16,0.181,22.6,4109.0,4.672,0.602,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9761761426978819,CONFIRMED(model),13.48457668,5.0197,653.5,3.39,0.011,80.8,6198.0,4.237,1.324,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),31.8841473,6.122,910.0,3.7,0.938,25.3,5779.0,4.477,0.974,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),12.06222962,2.0584,300.2,1.62,0.392,32.4,5547.0,4.451,0.933,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),9.93146307,5.678,398.6,2.41,0.037,26.2,5782.0,4.28,1.22,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879145173176124,CONFIRMED(model),21.85362905,3.439,355.6,1.75,0.676,23.0,5830.0,4.54,0.876,-0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9380090497737557,CONFIRMED(model),8.19345065,5.234,115.4,1.74,0.815,15.7,6021.0,4.093,1.458,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),41.8059544,6.057,434.4,2.02,0.029,28.3,5907.0,4.445,0.973,-0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),4.77800306,2.7361,473.0,1.85,0.02,115.4,5192.0,4.489,0.873,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),5.32667299,3.4045,611.4,2.26,0.043,34.1,5831.0,4.517,0.921,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9827863121894073,CONFIRMED(model),8.17242644,3.902,864.3,3.29,0.926,37.0,5705.0,4.499,0.905,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),13.0607936,3.215,236.6,1.45,0.718,19.4,5830.0,4.54,0.876,-0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),8.70420525,2.9385,1074.9,2.86,0.5,74.0,5074.0,4.474,0.863,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),8.1280933,3.727,224.1,1.39,0.357,10.7,5831.0,4.517,0.921,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9698717948717949,CONFIRMED(model),0.974868896,1.6191,197.6,1.16,0.12,82.6,5487.0,4.563,0.832,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),4.89721006,1.812,274.4,1.48,0.66,16.9,5093.0,4.483,0.847,0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9607808857808859,CONFIRMED(model),16.08832318,5.731,597.8,3.42,0.648,31.3,6157.0,4.224,1.33,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),10.30067919,4.885,271.8,2.2,0.004,16.4,6157.0,4.224,1.33,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.952232325113681,CONFIRMED(model),35.6757453,7.381,471.2,3.02,0.61,18.5,6157.0,4.224,1.33,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),16.56806842,4.2647,1331.4,2.54,0.164,41.9,4987.0,4.602,0.716,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9827863121894073,CONFIRMED(model),47.3329299,2.708,931.5,2.18,0.43,14.0,4987.0,4.602,0.716,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),40.8065333,13.135,313.9,3.71,0.016,54.8,6207.0,3.963,2.097,0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),2.46697039,1.6345,308.7,1.56,0.574,29.5,5074.0,4.474,0.863,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),6.61836309,3.6813,549.1,2.98,0.043,31.5,5529.0,4.19,1.294,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),107.7214092,8.042,1396.2,4.75,0.003,30.5,5529.0,4.19,1.294,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),9.673958488,3.2641,952.7,2.63,0.194,178.0,5192.0,4.489,0.873,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),14.12847677,3.685,628.7,2.73,0.811,23.0,5779.0,4.477,0.974,0.14,0.0,0.0,0.0,0.0,Kepler
