mission,probability_planet,decision,orbital_period_days,transit_duration_hours,transit_depth_ppm,planet_radius_rearth,impact_param,snr,stellar_teff_k,stellar_logg_cgs,stellar_radius_rsun,stellar_metallicity,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec,mission
Kepler,0.9914819643633204,CONFIRMED(model),48.6478543,5.464,641.8,4.14,0.988,12.2,5779.0,4.477,0.974,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9857808857808859,CONFIRMED(model),8.39842977,6.344,340.1,2.0,0.573,28.0,6309.0,4.441,1.044,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9777777777777779,CONFIRMED(model),8.63847391,5.4566,395.9,5.99,0.049,38.6,5684.0,3.657,3.046,0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9716666666666667,CONFIRMED(model),140.10765,18.503,266.8,3.42,0.019,29.0,6207.0,3.963,2.097,0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),3.4815917,1.8069,135.2,1.17,0.076,23.4,5405.0,4.374,1.022,0.21,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9827863121894073,CONFIRMED(model),35.61760233,8.4559,4634.9,5.17,0.009,155.0,5123.0,4.523,0.779,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),10.12805158,3.517,477.4,1.95,0.753,38.0,5676.0,4.548,0.82,-0.3,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9635586635586636,CONFIRMED(model),3.770551475,3.8077,12440.0,12.05,0.053,100.8,6322.0,4.426,1.075,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),5.72812616,2.0295,643.4,1.38,0.22,20.8,3968.0,4.714,0.548,-0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),3.75574267,2.2911,417.4,1.58,0.127,27.9,5311.0,4.588,0.788,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),6.581477136,3.0896,2318.9,4.56,0.137,116.2,5188.0,4.4,0.973,0.32,0.0,0.0,0.0,0.0,Kepler
Kepler,0.42550560550560557,UNDECIDED,24.669192732,7.03515,7382.3,77.76,0.073,603.0,5313.0,2.936,9.327,0.56,0.0,1.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),2.382652873,1.8888,705.4,2.74,0.682,45.5,5188.0,4.4,0.973,0.32,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879145173176124,CONFIRMED(model),24.66461416,2.8579,2398.8,5.34,0.8,56.7,5188.0,4.4,0.973,0.32,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),11.51517167,2.006,1357.4,2.9,0.311,53.2,5177.0,4.59,0.798,0.21,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),7.641567589,3.41018,2269.7,4.91,0.027,437.5,5356.0,4.338,1.055,0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),7.40742502,3.675,442.0,2.01,0.03,23.1,5922.0,4.474,0.961,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),10.916108342,3.6496,1479.0,3.93,0.7699,302.2,5575.0,4.521,0.932,0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),3.353732008,1.4598,1264.7,1.65,0.051,47.8,3789.0,4.781,0.46,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879145173176124,CONFIRMED(model),6.877446033,1.3692,1632.3,2.05,0.79,39.6,3789.0,4.781,0.46,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),28.46464804,2.6657,1629.8,1.87,0.035,28.9,3789.0,4.781,0.46,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),42.89645024,5.6897,555.3,2.0,0.007,66.8,5192.0,4.489,0.873,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),7.09712124,2.1059,369.5,0.74,0.05,18.3,3569.0,4.861,0.389,-0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),3.601465336,2.2753,777.7,2.31,0.021,50.7,5052.0,4.48,0.855,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9972229136539348,CONFIRMED(model),25.8474958,5.985,537.4,2.4,0.054,27.3,6297.0,4.448,1.031,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),40.715561,6.894,680.9,2.7,0.008,28.9,6297.0,4.448,1.031,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),17.31711739,3.1518,1473.0,2.04,0.684,35.9,4719.0,4.753,0.502,-1.7,0.0,0.0,0.0,0.0,Kepler
Kepler,0.99,CONFIRMED(model),9.42889884,4.4481,565.4,4.39,0.011,50.4,5897.0,3.98,1.86,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),6.50327035,2.591,418.3,1.67,0.08,19.0,4999.0,4.49,0.843,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),4.09667624,2.19,302.3,1.42,0.142,16.2,4999.0,4.49,0.843,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9726495726495727,CONFIRMED(model),1.196548464,1.2592,224.6,1.25,0.332,16.5,4999.0,4.49,0.843,0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),11.47609015,5.046,182.3,2.07,0.755,27.7,6071.0,4.202,1.41,0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),25.2630467,6.22,125.5,1.71,0.743,14.3,6071.0,4.202,1.41,0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9590821256038649,CONFIRMED(model),0.677374687,1.8361,76.7,0.9,0.132,38.7,5718.0,4.395,1.037,0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9777777777777779,CONFIRMED(model),10.43547031,3.4167,210.2,1.22,0.174,36.7,5528.0,4.499,0.853,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9657487922705315,CONFIRMED(model),7.41084314,3.245,124.1,0.94,0.064,25.6,5528.0,4.499,0.853,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),28.59914031,3.6567,1585.1,1.83,0.009,53.8,3755.0,4.781,0.461,-0.26,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),24.58716355,3.984,907.5,2.37,0.648,35.6,5474.0,4.605,0.749,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),12.53248222,4.0168,1145.9,3.24,0.668,66.7,5997.0,4.522,0.904,-0.22,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),13.19720694,3.4872,2141.4,4.18,0.568,116.2,4954.0,4.462,0.885,0.44,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),14.85890852,3.5252,3269.0,5.94,0.255,456.8,5356.0,4.338,1.055,0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),4.08897299,3.585,157.9,2.36,0.374,19.0,5897.0,3.98,1.86,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),17.44486016,4.445,826.9,3.24,0.871,46.0,5568.0,4.413,0.966,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),7.33685101,3.548,325.8,1.52,0.018,21.6,5795.0,4.554,0.848,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9726495726495727,CONFIRMED(model),7.71790675,1.84,306.8,0.9,0.112,12.6,3975.0,4.753,0.509,-0.34,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),27.6652847,6.633,469.2,2.21,0.004,36.1,6036.0,4.396,1.017,-0.32,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),14.55730897,7.7643,956.9,4.32,0.036,200.0,5774.0,4.159,1.412,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),33.6528474,3.9616,1140.8,3.05,0.567,41.9,4954.0,4.462,0.885,0.44,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),5.90127815,2.1979,1525.2,1.94,0.03,56.6,3731.0,4.75,0.498,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),8.75209691,2.3742,1367.6,1.83,0.017,44.8,3731.0,4.75,0.498,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),22.78078241,3.3002,1925.1,2.17,0.008,46.4,3731.0,4.75,0.498,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),2.896005211,1.6776,614.1,1.23,0.082,28.6,3731.0,4.75,0.498,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9827863121894073,CONFIRMED(model),0.742957911,0.6688,843.3,1.47,0.162,45.3,3731.0,4.75,0.498,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),18.82744023,4.664,1006.2,2.7,0.025,29.5,5687.0,4.538,0.86,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),5.747711909,1.8923,820.1,1.86,0.575,51.7,4252.0,4.64,0.632,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),3.504691252,1.9811,315.1,2.03,0.741,67.5,5356.0,4.338,1.055,0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),86.67856052,10.1289,8244.1,9.83,0.291,318.3,5822.0,4.351,1.081,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9607808857808859,CONFIRMED(model),12.21828097,2.6969,1843.4,5.1,0.778,90.1,5822.0,4.351,1.081,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,0.99,CONFIRMED(model),64.617518,5.796,2486.6,5.4,0.9,61.9,5043.0,4.47,0.881,0.3,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),13.21409607,3.5641,1154.8,2.77,0.812,38.0,5333.0,4.62,0.728,-0.32,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),6.05729966,3.7419,385.2,1.94,0.219,35.1,5334.0,4.372,1.004,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),3.584101048,2.7316,2608.1,4.66,0.045,166.3,5739.0,4.518,0.922,0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.3671617633406552,UNDECIDED,1.763587535,3.16877,4590.6,21.42,0.512,4061.9,9107.0,3.867,3.031,0.07,0.0,1.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),5.014234733,4.589,6536.0,10.63,0.066,794.3,6490.0,4.32,1.307,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879145173176124,CONFIRMED(model),8.11528727,3.211,834.9,3.1,0.916,59.1,5926.0,4.532,0.887,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),36.9250409,4.9381,902.0,3.01,0.838,39.3,5926.0,4.532,0.887,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9639539204756596,CONFIRMED(model),32.3122867,6.569,677.8,4.84,0.934,33.6,5821.0,4.108,1.494,0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),9.22961384,2.235,492.1,2.79,0.067,19.3,6320.0,4.347,1.252,0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),14.5598556,5.624,290.6,1.64,0.026,15.6,5959.0,4.46,0.966,-0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),4.176254191,3.6716,1360.1,3.07,0.715,249.7,4957.0,4.594,0.776,0.26,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879145173176124,CONFIRMED(model),6.10027621,4.7476,766.6,2.59,0.015,43.2,5957.0,4.506,0.937,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),8.408878137,3.4967,798.9,2.28,0.018,147.2,5551.0,4.508,0.812,-0.42,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),10.93725572,3.0822,421.6,2.41,0.866,24.6,5334.0,4.372,1.004,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),2.97136658,2.716,233.3,1.52,0.349,25.6,5334.0,4.372,1.004,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),158.6850022,11.5372,898.3,3.08,0.034,97.4,5751.0,4.34,1.034,-0.28,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),2.936527336,1.771,352.3,1.92,0.524,34.7,5359.0,4.375,1.002,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),7.03902016,3.8633,529.8,2.45,0.015,54.3,6321.0,4.434,1.058,-0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),8.360870704,2.7144,2039.7,3.67,0.494,120.9,4743.0,4.516,0.81,0.4,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9983485698649968,CONFIRMED(model),21.76129812,1.243,1300.7,2.53,0.123,60.0,4859.0,4.612,0.72,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),161.5278347,3.6734,4653.6,8.19,0.0,54.7,5778.0,4.285,1.213,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),11.39102358,2.303,448.6,1.67,0.732,10.5,4983.0,4.617,0.728,0.07,0.0,0.0,0.0,0.0,Kepler
Kepler,0.890359477124183,UNDECIDED,12.33343853,6.221,536.4,4.12,0.979,31.7,5896.0,4.197,1.24,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),8.01500821,3.0137,363.0,2.0,0.645,28.6,5359.0,4.375,1.002,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9777777777777779,CONFIRMED(model),7.053934488,1.7244,511.5,2.36,0.899,56.3,5357.0,4.498,0.863,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9201574569221627,CONFIRMED(model),4.29263699,2.7,61.4,0.68,0.454,11.4,5357.0,4.498,0.863,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9698717948717949,CONFIRMED(model),7.6746614,1.9374,503.0,2.8,0.939,20.8,6063.0,4.47,1.001,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.8771572443062435,UNDECIDED,1.213770423,0.5532,1821.0,0.78,0.83,111.4,3292.0,5.215,0.148,-0.42,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9229352346999405,CONFIRMED(model),0.453287416,0.4445,1461.5,0.76,0.81,150.4,3292.0,5.215,0.148,-0.42,0.0,0.0,0.0,0.0,Kepler
Kepler,0.8894603337461093,UNDECIDED,1.865114193,0.4279,1124.8,0.66,0.785,56.9,3292.0,5.215,0.148,-0.42,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),36.7704935,4.42,1346.6,2.83,0.545,40.8,5142.0,4.602,0.755,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),14.58932429,2.4184,831.3,2.32,0.694,29.3,5142.0,4.602,0.755,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9181372549019606,CONFIRMED(model),0.764017553,1.103,128.2,0.86,0.442,13.2,5142.0,4.602,0.755,-0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),59.8780258,4.8027,1419.1,2.19,0.004,51.8,4016.0,4.658,0.599,0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9629710144927536,CONFIRMED(model),74.92768653,4.74,4119.2,6.39,0.796,161.5,5618.0,4.46,0.897,-0.22,0.0,0.0,0.0,0.0,Kepler
Kepler,0.44368742368742364,UNDECIDED,150.0189511,4.3823,4319.7,32.6,1.252,106.2,5618.0,4.46,0.897,-0.22,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),2.613020421,1.9588,599.7,1.5,0.891,31.1,3883.0,4.725,0.517,-0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9861761426978818,CONFIRMED(model),0.927859786,1.4279,515.3,1.79,0.795,99.8,4815.0,4.631,0.699,0.07,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966666666666667,CONFIRMED(model),205.912735,9.992,2378.8,4.68,0.196,49.4,5644.0,4.457,0.969,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),7.10695741,5.1462,131.0,1.72,0.079,33.8,5761.0,4.091,1.518,0.06,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),2.1395563,2.0678,266.1,1.76,0.368,48.9,5534.0,4.338,1.08,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9848717948717949,CONFIRMED(model),4.807103254,0.9393,450.5,2.96,0.94,32.9,5534.0,4.338,1.08,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.890359477124183,UNDECIDED,21.4054422,11.721,409.3,11.64,0.943,60.9,4838.0,3.299,4.361,0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9716666666666667,CONFIRMED(model),10.5007712,14.522,183.4,5.68,0.034,45.3,4838.0,3.299,4.361,0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.99,CONFIRMED(model),2.633852528,2.0206,259.8,1.38,0.204,23.3,5114.0,4.463,0.878,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),6.18670882,2.909,202.6,1.21,0.013,14.3,5114.0,4.463,0.878,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9698717948717949,CONFIRMED(model),1.796320953,1.9139,210.9,1.2,0.015,22.1,5576.0,4.503,0.829,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9716666666666667,CONFIRMED(model),3.468073,2.361,243.9,1.29,0.143,20.6,5576.0,4.503,0.829,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.975,CONFIRMED(model),5.9142668,2.661,253.2,1.31,0.04,17.4,5576.0,4.503,0.829,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),14.00640392,4.6919,716.4,3.11,0.568,109.3,5788.0,4.323,1.124,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),3.546531809,2.2746,442.7,2.18,0.633,26.4,5993.0,4.489,0.986,0.07,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),5.70070626,1.6408,379.8,2.03,0.664,15.2,5993.0,4.489,0.986,0.07,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),20.8341497,4.522,803.1,2.26,0.269,26.2,5296.0,4.538,0.808,-0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),7.0556584,3.0479,705.6,2.13,0.301,32.1,5296.0,4.538,0.808,-0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),10.47548084,2.3024,1070.7,2.11,0.664,40.3,4463.0,4.677,0.611,-0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.99,CONFIRMED(model),22.92886314,2.0831,908.9,2.08,0.805,21.3,4463.0,4.677,0.611,-0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),77.4740991,4.168,1543.6,2.63,0.758,27.5,4463.0,4.677,0.611,-0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9914819643633204,CONFIRMED(model),6.88595222,4.148,428.5,2.68,0.953,34.5,5616.0,4.394,0.999,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9845811839842791,CONFIRMED(model),5.660669429,4.6483,737.8,3.24,0.477,201.1,5746.0,4.266,1.173,-0.08,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),13.71938426,5.5677,316.4,1.98,0.022,48.3,6387.0,4.41,1.105,-0.12,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),29.2214959,4.014,394.0,1.81,0.779,14.6,5576.0,4.503,0.829,-0.36,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),44.8520997,3.5729,780.8,3.35,0.807,33.0,5514.0,4.345,1.071,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),20.34237838,2.3351,564.6,2.88,0.826,28.7,5514.0,4.345,1.071,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9914819643633204,CONFIRMED(model),118.3786735,9.5574,1083.3,3.4,0.011,83.1,5657.0,4.364,1.046,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),23.58444746,5.5545,429.2,3.0,0.711,42.8,5655.0,4.152,1.354,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),11.97884409,3.751,707.9,2.11,0.073,27.8,5296.0,4.538,0.808,-0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),3.71545593,2.558,331.7,1.46,0.327,19.6,5296.0,4.538,0.808,-0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),2.58083264,2.1729,270.2,1.31,0.16,17.5,5296.0,4.538,0.808,-0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),19.25404023,4.6509,987.7,3.04,0.548,50.7,5798.0,4.507,0.941,0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9744444444444443,CONFIRMED(model),15.0549356,4.801,256.4,1.6,0.321,16.6,5616.0,4.394,0.999,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9777777777777779,CONFIRMED(model),2.92721119,2.545,170.2,1.29,0.043,18.0,5616.0,4.394,0.999,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),38.2856338,6.512,322.8,1.77,0.115,15.0,5616.0,4.394,0.999,-0.02,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),19.80787763,3.453,616.3,2.08,0.054,20.1,5775.0,4.558,0.84,-0.22,0.0,0.0,0.0,0.0,Kepler
Kepler,0.99,CONFIRMED(model),2.343230566,2.0424,246.5,1.18,0.047,23.9,4798.0,4.533,0.782,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9914819643633204,CONFIRMED(model),10.1171684,4.6677,288.7,3.07,0.296,50.6,6306.0,4.077,1.792,0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9690821256038648,CONFIRMED(model),19.12947603,3.9622,451.2,4.23,0.861,31.7,5372.0,4.007,1.71,0.46,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9657487922705315,CONFIRMED(model),83.5781976,7.2487,630.8,6.63,0.544,54.9,6056.0,3.788,2.562,0.26,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),6.1469956,3.3153,249.6,2.04,0.083,25.8,6110.0,4.285,1.296,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9943947473832608,CONFIRMED(model),54.1558384,4.432,1109.8,3.88,0.927,29.1,5798.0,4.507,0.941,0.1,0.0,0.0,0.0,0.0,Kepler
Kepler,0.7243589743589743,UNDECIDED,3.548465446,4.56904,7251.5,14.92,0.075,2486.5,6290.0,4.074,1.746,0.04,0.0,1.0,0.0,0.0,Kepler
Kepler,0.9879710144927536,CONFIRMED(model),11.1199028,3.3759,636.3,2.08,0.72,100.3,5078.0,4.581,0.766,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9948717948717949,CONFIRMED(model),0.567856484,1.0258,334.8,1.55,0.324,53.8,5073.0,4.483,0.853,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9823910552724111,CONFIRMED(model),40.7150498,8.587,563.9,2.2,0.638,56.4,5968.0,4.534,0.881,-0.26,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9714000555505435,CONFIRMED(model),10.44635944,2.749,354.2,2.18,0.967,34.4,5968.0,4.534,0.881,-0.26,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9716666666666667,CONFIRMED(model),2.508553286,2.2664,211.6,1.28,0.009,26.8,5814.0,4.523,0.881,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9966101694915255,CONFIRMED(model),13.75129636,3.853,348.5,1.66,0.359,24.6,5814.0,4.523,0.881,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),8.041347775,2.6332,591.0,1.29,0.26,77.5,3980.0,4.722,0.54,-0.2,0.0,0.0,0.0,0.0,Kepler
Kepler,0.7903287886204181,UNDECIDED,8.57504983,8.653,160.6,4.26,0.129,36.9,4986.0,3.462,3.464,-0.04,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9417676264136883,CONFIRMED(model),7.64970832,6.625,55.4,1.43,0.898,28.5,5855.0,4.125,1.613,0.4,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),10.30401132,4.2246,316.1,1.84,0.017,53.8,5657.0,4.364,1.046,0.0,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9879145173176124,CONFIRMED(model),3.016182013,2.8349,222.5,2.25,0.732,31.9,5611.0,4.144,1.4,0.16,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9932768361581921,CONFIRMED(model),6.8833761,2.2702,458.4,1.69,0.075,28.1,5679.0,4.581,0.794,-0.32,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9716666666666667,CONFIRMED(model),5.41908491,2.3379,231.0,1.38,0.536,20.2,5814.0,4.523,0.881,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9779710144927536,CONFIRMED(model),7.01733571,3.567,255.5,1.61,0.581,15.5,6052.0,4.456,0.967,-0.26,0.0,0.0,0.0,0.0,Kepler
Kepler,1.0,CONFIRMED(model),6.91134223,5.6743,201.7,1.9,0.259,44.0,5685.0,4.194,1.35,0.24,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9866666666666667,CONFIRMED(model),394.6249514,24.108,2013.3,7.79,0.336,234.6,5910.0,4.03,1.727,0.14,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9866666666666667,CONFIRMED(model),7.19304935,3.407,255.3,1.59,0.017,19.0,6185.0,4.472,0.991,-0.18,0.0,0.0,0.0,0.0,Kepler
Kepler,0.9913043478260869,CONFIRMED(model),86.64764448,4.2326,7311.6,9.4,0.0,241.9,5522.0,4.323,1.12,0.26,0.0,0.0,0.0,0.0,Kepler
